Keyword,Position,Word,Frequency,Log-Likelihood,Significance
Significance thresholds:,,,,,
,,,,LL >= 15.13,p < 0.0001
,,,,LL >= 10.83,p < 0.001
,,,,LL >= 6.63,p < 0.01
,,,,LL >= 3.84,p < 0.05
,,,,,
,,,,,
WORD: daulat,,,,,
sedekah,Left,banyaknya,2,0,not significant
sedekah,Left,terlalulah,2,0,not significant
sedekah,Left,bunyibunyian,2,0,not significant
sedekah,Left,dirham,2,0,not significant
sedekah,Left,berdiri,2,0,not significant
sedekah,Left,puluh,2,0,not significant
sedekah,Left,mengamburkan,2,0,not significant
sedekah,Left,derma,2,0,not significant
sedekah,Left,sekaliannya,2,0,not significant
sedekah,Left,balairung,2,0,not significant
sedekah,Left,hari,2,0,not significant
sedekah,Left,rakyat,2,0,not significant
sedekah,Left,melaka,2,0,not significant
sedekah,Left,tiadalah,2,0,not significant
sedekah,Left,helat,2,0,not significant
sedekah,Left,lakilaki,2,0,not significant
sedekah,Left,perempuan,2,0,not significant
sedekah,Left,kecil,2,0,not significant
sedekah,Left,besar,2,0,not significant
sedekah,Left,bermula,2,0,not significant
sedekah,Left,gharibgharib,1,0,not significant
sedekah,Left,kain,1,0,not significant
sedekah,Left,terpermanai,1,0,not significant
sedekah,Left,bawah,1,0,not significant
sedekah,Left,duli,1,0,not significant
sedekah,Left,demikianlah,1,0,not significant
sedekah,Left,istiadat,1,0,not significant
sedekah,Left,apabila,1,0,not significant
sedekah,Left,berangkat,1,0,not significant
sedekah,Left,dihamburkanlah,1,0,not significant
sedekah,Right,maka,11,3.32,not significant
sedekah,Right,raja,8,19.06,p < 0.0001
sedekah,Right,segala,7,19.3,p < 0.0001
sedekah,Right,empat,6,34.12,p < 0.0001
sedekah,Right,puluh,6,36.41,p < 0.0001
sedekah,Right,baginda,5,14.67,p < 0.001
sedekah,Right,sekalian,3,11.36,p < 0.001
sedekah,Right,semuanya,3,17.28,p < 0.0001
sedekah,Right,daripada,3,12.1,p < 0.001
sedekah,Right,emas,3,14.01,p < 0.001
sedekah,Right,pun,3,0,not significant
sedekah,Right,rakyat,3,20.72,p < 0.0001
sedekah,Right,fakir,3,35.69,p < 0.0001
sedekah,Right,miskin,3,33.78,p < 0.0001
sedekah,Right,bawah,2,0,not significant
sedekah,Right,berangkat,2,0,not significant
sedekah,Right,sedekah,2,0,not significant
sedekah,Right,orang,2,0,not significant
sedekah,Right,habis,2,0,not significant
sedekah,Right,khalayak,2,0,not significant
sedekah,Right,permata,2,0,not significant
sedekah,Right,masjid,2,0,not significant
sedekah,Right,lalu,2,0,not significant
sedekah,Right,kepada,2,0,not significant
sedekah,Right,hari,2,0,not significant
sedekah,Right,lamanya,2,0,not significant
sedekah,Right,segedung,2,0,not significant
sedekah,Right,habislah,2,0,not significant
sedekah,Right,disedekahkan,2,0,not significant
sedekah,Right,menjadi,2,0,not significant
sedekah,Right,duli,1,0,not significant
sedekah,Right,demikianlah,1,0,not significant
sedekah,Right,istiadat,1,0,not significant
sedekah,Right,apabila,1,0,not significant
sedekah,Right,dihamburkanlah,1,0,not significant
sedekah,Right,hingga,1,0,not significant
sedekah,Right,rata,1,0,not significant
sedekah,Right,hinadina,1,0,not significant
sedekah,Right,kecil,1,0,not significant
sedekah,Right,besar,1,0,not significant
sedekah,Right,masuk,1,0,not significant
sedekah,Right,perak,1,0,not significant
sedekah,Right,tiada,1,0,not significant
sedekah,Right,terkirakira,1,0,not significant
sedekah,Right,banyaknya,1,0,not significant
sedekah,Right,lagi,1,0,not significant
sedekah,Right,terlalulah,1,0,not significant
sedekah,Right,ramai,1,0,not significant
sedekah,Right,berebut,1,0,not significant
sedekah,Right,mengambil,1,0,not significant
,,,,,
WORD: miskin,,,,,
miskin,Left,segala,11,40.27,p < 0.0001
miskin,Left,maka,10,1.11,not significant
miskin,Left,fakir,7,95.15,p < 0.0001
miskin,Left,sebahagi,6,74.84,p < 0.0001
miskin,Left,raja,4,3.99,p < 0.05
miskin,Left,patik,4,9.58,p < 0.01
miskin,Left,hamba,3,9.57,p < 0.01
miskin,Left,orang,3,3.54,not significant
miskin,Left,pun,3,0,not significant
miskin,Left,didermakan,3,44.01,p < 0.0001
miskin,Left,kerana,2,0,not significant
miskin,Left,kata,2,0,not significant
miskin,Left,tetapi,2,0,not significant
miskin,Left,kelima,2,0,not significant
miskin,Left,sang,2,0,not significant
miskin,Left,aria,2,0,not significant
miskin,Left,putera,2,0,not significant
miskin,Left,barang,2,0,not significant
miskin,Left,sekalian,2,0,not significant
miskin,Left,baginda,2,0,not significant
miskin,Left,dibahagi,2,0,not significant
miskin,Left,tiga,2,0,not significant
miskin,Left,pula,2,0,not significant
miskin,Left,diberikannya,2,0,not significant
miskin,Left,pegawai,2,0,not significant
miskin,Left,tiada,2,0,not significant
miskin,Left,berpenguasaan,2,0,not significant
miskin,Left,lagi,2,0,not significant
miskin,Left,laksamana,2,0,not significant
miskin,Left,hendak,2,0,not significant
miskin,Left,kepada,2,0,not significant
miskin,Left,empat,2,0,not significant
miskin,Left,puluh,2,0,not significant
miskin,Left,rakyat,2,0,not significant
miskin,Left,kita,1,0,not significant
miskin,Left,jadi,1,0,not significant
miskin,Left,saudara,1,0,not significant
miskin,Left,hang,1,0,not significant
miskin,Left,tuah,1,0,not significant
miskin,Left,bicara,1,0,not significant
miskin,Left,demikian,1,0,not significant
miskin,Left,hadapan,1,0,not significant
miskin,Left,hai,1,0,not significant
miskin,Left,cucuku,1,0,not significant
miskin,Left,makanlah,1,0,not significant
miskin,Left,hadirnya,1,0,not significant
miskin,Left,aku,1,0,not significant
miskin,Left,terberat,1,0,not significant
miskin,Left,matanya,1,0,not significant
miskin,Left,jangan,1,0,not significant
miskin,Right,maka,13,6.62,p < 0.05
miskin,Right,pun,8,3.21,not significant
miskin,Right,hang,8,28.56,p < 0.0001
miskin,Right,segala,8,23.18,p < 0.0001
miskin,Right,tuah,4,10.71,p < 0.01
miskin,Right,raja,4,3.48,not significant
miskin,Right,menjadi,4,28.79,p < 0.0001
miskin,Right,anak,4,16.63,p < 0.0001
miskin,Right,negeri,4,16.29,p < 0.0001
miskin,Right,melaka,4,12,p < 0.001
miskin,Right,doa,3,32.88,p < 0.0001
miskin,Right,laksamana,3,0,not significant
miskin,Right,setelah,2,0,not significant
miskin,Right,hidangan,2,0,not significant
miskin,Right,seri,2,0,not significant
miskin,Right,betara,2,0,not significant
miskin,Right,emas,2,0,not significant
miskin,Right,tujuh,2,0,not significant
miskin,Right,kayalah,2,0,not significant
miskin,Right,sekaliannya,2,0,not significant
miskin,Right,minta,2,0,not significant
miskin,Right,meminta,2,0,not significant
miskin,Right,datang,2,0,not significant
miskin,Right,kepada,2,0,not significant
miskin,Right,cucunya,2,0,not significant
miskin,Right,hulubalang,2,0,not significant
miskin,Right,323,2,0,not significant
miskin,Right,sebahagi,2,0,not significant
miskin,Right,diberikan,2,0,not significant
miskin,Right,habis,2,0,not significant
miskin,Right,semuanya,2,0,not significant
miskin,Right,hari,2,0,not significant
miskin,Right,ia,1,0,not significant
miskin,Right,bermohonlah,1,0,not significant
miskin,Right,jebat,1,0,not significant
miskin,Right,kasturi,1,0,not significant
miskin,Right,lekir,1,0,not significant
miskin,Right,menyembah,1,0,not significant
miskin,Right,seraya,1,0,not significant
miskin,Right,dibukanya,1,0,not significant
miskin,Right,dilihatnya,1,0,not significant
miskin,Right,lengkap,1,0,not significant
miskin,Right,pelbagai,1,0,not significant
miskin,Right,nikmat,1,0,not significant
miskin,Right,dipungut,1,0,not significant
miskin,Right,menantu,1,0,not significant
miskin,Right,berlengkaplah,1,0,not significant
miskin,Right,persembah,1,0,not significant
miskin,Right,belanja,1,0,not significant
miskin,Right,bahara,1,0,not significant
,,,,,
WORD: salam,,,,,
salam,Left,maka,13,4.95,p < 0.05
salam,Left,laksamana,11,24.46,p < 0.0001
salam,Left,pun,8,2.17,not significant
salam,Left,orang,7,18.33,p < 0.0001
salam,Left,tua,6,42.3,p < 0.0001
salam,Left,memberi,5,35.59,p < 0.0001
salam,Left,datang,4,10.5,p < 0.01
salam,Left,lagi,4,16.08,p < 0.0001
salam,Left,sembahyang,4,47.93,p < 0.0001
salam,Left,serta,4,21.4,p < 0.0001
salam,Left,beta,3,20.34,p < 0.0001
salam,Left,kata,3,4.52,p < 0.05
salam,Left,setelah,3,2.81,not significant
salam,Left,berjalan,3,13.04,p < 0.001
salam,Left,saudara,2,0,not significant
salam,Left,bonda,2,0,not significant
salam,Left,katakan,2,0,not significant
salam,Left,bendahara,2,0,not significant
salam,Left,dia,2,0,not significant
salam,Left,kita,2,0,not significant
salam,Left,tun,2,0,not significant
salam,Left,tuah,2,0,not significant
salam,Left,inangda,2,0,not significant
salam,Left,duduk,2,0,not significant
salam,Left,mengadap,2,0,not significant
salam,Left,salam,2,0,not significant
salam,Left,disahut,2,0,not significant
salam,Left,melihat,2,0,not significant
salam,Left,segera,2,0,not significant
salam,Left,tumn,2,0,not significant
salam,Left,mendapatkan,2,0,not significant
salam,Left,hendak,2,0,not significant
salam,Left,kaya,2,0,not significant
salam,Left,melaka,1,0,not significant
salam,Left,balas,1,0,not significant
salam,Left,kasih,1,0,not significant
salam,Left,sahaya,1,0,not significant
salam,Left,empunya,1,0,not significant
salam,Left,sembah,1,0,not significant
salam,Left,teja,1,0,not significant
salam,Left,ikatikatan,1,0,not significant
salam,Left,seri,1,0,not significant
salam,Left,rama,1,0,not significant
salam,Left,datuk,1,0,not significant
salam,Left,paduka,1,0,not significant
salam,Left,raja,1,0,not significant
salam,Left,mengikat,1,0,not significant
salam,Left,dengar,1,0,not significant
salam,Left,adapun,1,0,not significant
salam,Left,jika,1,0,not significant
salam,Right,laksamana,10,21.62,p < 0.0001
salam,Right,maka,7,0,not significant
salam,Right,orang,7,19.23,p < 0.0001
salam,Right,pun,6,0,not significant
salam,Right,hamba,6,26.7,p < 0.0001
salam,Right,tuan,4,16.73,p < 0.0001
salam,Right,hai,4,16.1,p < 0.0001
salam,Right,kasih,3,20.47,p < 0.0001
salam,Right,beta,3,20.73,p < 0.0001
salam,Right,segala,3,2.81,not significant
salam,Right,bonda,3,18.73,p < 0.0001
salam,Right,tun,3,4.22,p < 0.05
salam,Right,datang,3,6.54,p < 0.05
salam,Right,tua,3,17.38,p < 0.0001
salam,Right,nabi,3,29.82,p < 0.0001
salam,Right,apalah,3,32.88,p < 0.0001
salam,Right,rumah,2,0,not significant
salam,Right,kita,2,0,not significant
salam,Right,tuah,2,0,not significant
salam,Right,adapun,2,0,not significant
salam,Right,allah,2,0,not significant
salam,Right,doa,2,0,not significant
salam,Right,kata,2,0,not significant
salam,Right,seri,2,0,not significant
salam,Right,sultan,2,0,not significant
salam,Right,amat,2,0,not significant
salam,Right,salam,2,0,not significant
salam,Right,khidir,2,0,not significant
salam,Right,berkata,2,0,not significant
salam,Right,apa,2,0,not significant
salam,Right,maksud,2,0,not significant
salam,Right,kerana,2,0,not significant
salam,Right,tiada,2,0,not significant
salam,Right,mari,2,0,not significant
salam,Right,pinjam,2,0,not significant
salam,Right,perak,2,0,not significant
salam,Right,rial,2,0,not significant
salam,Right,harang,2,0,not significant
salam,Right,darwis,2,0,not significant
salam,Right,ya,2,0,not significant
salam,Right,kaya,2,0,not significant
salam,Right,bawa,2,0,not significant
salam,Right,saudara,1,0,not significant
salam,Right,esok,1,0,not significant
salam,Right,hari,1,0,not significant
salam,Right,perempuan,1,0,not significant
salam,Right,bermohonlah,1,0,not significant
salam,Right,apatah,1,0,not significant
salam,Right,lagi,1,0,not significant
salam,Right,menerima,1,0,not significant
,,,,,
WORD: ikhlas,,,,,
ikhlas,Left,tulus,8,109.67,p < 0.0001
ikhlas,Left,anakku,8,55.13,p < 0.0001
ikhlas,Left,maka,7,0,not significant
ikhlas,Left,laksamana,6,8.11,p < 0.01
ikhlas,Left,kata,5,14.35,p < 0.001
ikhlas,Left,hamba,4,15.4,p < 0.0001
ikhlas,Left,hai,3,10.98,p < 0.001
ikhlas,Left,harta,3,21.16,p < 0.0001
ikhlas,Left,demi,3,25.07,p < 0.0001
ikhlas,Left,allah,3,17.93,p < 0.0001
ikhlas,Left,patik,3,5.71,p < 0.05
ikhlas,Left,jikalau,3,16.28,p < 0.0001
ikhlas,Left,lagi,3,11.36,p < 0.001
ikhlas,Left,ayahanda,3,16.66,p < 0.0001
ikhlas,Left,kerana,3,8.5,p < 0.01
ikhlas,Left,daripada,2,0,not significant
ikhlas,Left,tuan,2,0,not significant
ikhlas,Left,sekalian,2,0,not significant
ikhlas,Left,empunya,2,0,not significant
ikhlas,Left,wallah,2,0,not significant
ikhlas,Left,mereka,2,0,not significant
ikhlas,Left,sang,2,0,not significant
ikhlas,Left,guna,2,0,not significant
ikhlas,Left,kasih,2,0,not significant
ikhlas,Left,biarlah,2,0,not significant
ikhlas,Left,bonda,2,0,not significant
ikhlas,Left,helat,2,0,not significant
ikhlas,Left,dalamnya,2,0,not significant
ikhlas,Left,duli,2,0,not significant
ikhlas,Left,apakan,1,0,not significant
ikhlas,Left,daya,1,0,not significant
ikhlas,Left,seorang,1,0,not significant
ikhlas,Left,pula,1,0,not significant
ikhlas,Left,biduan,1,0,not significant
ikhlas,Left,baka,1,0,not significant
ikhlas,Left,anak,1,0,not significant
ikhlas,Left,seri,1,0,not significant
ikhlas,Left,maharaja,1,0,not significant
ikhlas,Left,lela,1,0,not significant
ikhlas,Left,bukan,1,0,not significant
ikhlas,Left,sepertinya,1,0,not significant
ikhlas,Left,tanda,1,0,not significant
ikhlas,Left,adapun,1,0,not significant
ikhlas,Left,ambil,1,0,not significant
ikhlas,Left,sahut,1,0,not significant
ikhlas,Left,segala,1,0,not significant
ikhlas,Left,menjadikan,1,0,not significant
ikhlas,Left,sukakah,1,0,not significant
ikhlas,Left,seperti,1,0,not significant
ikhlas,Left,sembah,1,0,not significant
ikhlas,Right,hamba,12,70.31,p < 0.0001
ikhlas,Right,maka,11,2.18,not significant
ikhlas,Right,laksamana,9,17.77,p < 0.0001
ikhlas,Right,tuan,7,37.27,p < 0.0001
ikhlas,Right,pun,5,0,not significant
ikhlas,Right,harta,4,29.77,p < 0.0001
ikhlas,Right,kata,4,8.94,p < 0.01
ikhlas,Right,hati,4,27.55,p < 0.0001
ikhlas,Right,mana,4,19.87,p < 0.0001
ikhlas,Right,hendak,4,11.44,p < 0.001
ikhlas,Right,tuanku,4,10.9,p < 0.001
ikhlas,Right,memberikan,3,39.54,p < 0.0001
ikhlas,Right,seperti,3,10.83,p < 0.01
ikhlas,Right,bapa,3,26.36,p < 0.0001
ikhlas,Right,kepada,3,9.47,p < 0.01
ikhlas,Right,diperhamba,3,19.08,p < 0.0001
ikhlas,Right,berkata,2,0,not significant
ikhlas,Right,bonda,2,0,not significant
ikhlas,Right,saudara,2,0,not significant
ikhlas,Right,adapun,2,0,not significant
ikhlas,Right,sekalian,2,0,not significant
ikhlas,Right,segala,2,0,not significant
ikhlas,Right,empunya,2,0,not significant
ikhlas,Right,orang,2,0,not significant
ikhlas,Right,patik,2,0,not significant
ikhlas,Right,lagi,2,0,not significant
ikhlas,Right,lain,2,0,not significant
ikhlas,Right,salahnya,2,0,not significant
ikhlas,Right,mengasihi,2,0,not significant
ikhlas,Right,rasa,2,0,not significant
ikhlas,Right,melihat,2,0,not significant
ikhlas,Right,kadam,2,0,not significant
ikhlas,Right,duli,2,0,not significant
ikhlas,Right,tun,1,0,not significant
ikhlas,Right,tuah,1,0,not significant
ikhlas,Right,tersenyum,1,0,not significant
ikhlas,Right,lalu,1,0,not significant
ikhlas,Right,bersusahsusah,1,0,not significant
ikhlas,Right,pula,1,0,not significant
ikhlas,Right,beta,1,0,not significant
ikhlas,Right,mengantar,1,0,not significant
ikhlas,Right,pengantar,1,0,not significant
ikhlas,Right,ambil,1,0,not significant
ikhlas,Right,sahut,1,0,not significant
ikhlas,Right,mereka,1,0,not significant
ikhlas,Right,wallah,1,0,not significant
ikhlas,Right,demi,1,0,not significant
ikhlas,Right,allah,1,0,not significant
ikhlas,Right,hambalah,1,0,not significant
ikhlas,Right,kaya,1,0,not significant
,,,,,
WORD: riwayat,,,,,
riwayat,Left,laksamana,34,90.04,p < 0.0001
riwayat,Left,maka,33,13.56,p < 0.001
riwayat,Left,pun,27,23.54,p < 0.0001
riwayat,Left,raja,18,34.51,p < 0.0001
riwayat,Left,menengar,14,60.48,p < 0.0001
riwayat,Left,kita,12,30.1,p < 0.0001
riwayat,Left,tuah,11,30.12,p < 0.0001
riwayat,Left,tun,10,18.53,p < 0.0001
riwayat,Left,titah,9,21.57,p < 0.0001
riwayat,Left,duduk,9,31.75,p < 0.0001
riwayat,Left,hendak,7,13.97,p < 0.001
riwayat,Left,seri,6,16.22,p < 0.0001
riwayat,Left,mari,6,31.92,p < 0.0001
riwayat,Left,baginda,6,7.26,p < 0.01
riwayat,Left,betara,5,10.37,p < 0.01
riwayat,Left,tatkala,5,21.06,p < 0.0001
riwayat,Left,tuanku,5,5.93,p < 0.05
riwayat,Left,setelah,5,0.62,not significant
riwayat,Left,segala,5,0,not significant
riwayat,Left,pegawai,5,13.55,p < 0.001
riwayat,Left,khabar,5,26.75,p < 0.0001
riwayat,Left,demikian,4,7.07,p < 0.01
riwayat,Left,melaka,4,4.15,p < 0.05
riwayat,Left,menyembah,4,10.63,p < 0.01
riwayat,Left,hai,4,8.25,p < 0.01
riwayat,Left,patik,4,1.23,not significant
riwayat,Left,maharaja,4,12.31,p < 0.001
riwayat,Left,bawah,4,12.36,p < 0.001
riwayat,Left,bendahara,4,0.4,not significant
riwayat,Left,mada,3,5.48,p < 0.05
riwayat,Left,jika,3,5.36,p < 0.05
riwayat,Left,dipertuan,3,6.54,p < 0.05
riwayat,Left,lalu,3,0,not significant
riwayat,Left,terlalu,3,2.22,not significant
riwayat,Left,sukacita,3,12.13,p < 0.001
riwayat,Left,kepada,3,3.51,not significant
riwayat,Left,anak,3,4.86,p < 0.05
riwayat,Left,datang,3,0.65,not significant
riwayat,Left,bertitah,3,10.82,p < 0.01
riwayat,Left,benua,3,9.91,p < 0.01
riwayat,Left,esok,2,0,not significant
riwayat,Left,harilah,2,0,not significant
riwayat,Left,panggil,2,0,not significant
riwayat,Left,suruh,2,0,not significant
riwayat,Left,sini,2,0,not significant
riwayat,Left,patih,2,0,not significant
riwayat,Left,gajah,2,0,not significant
riwayat,Left,majapahit,2,0,not significant
riwayat,Left,hairan,2,0,not significant
riwayat,Left,melihat,2,0,not significant
riwayat,Right,maka,43,44.66,p < 0.0001
riwayat,Right,pun,21,9.82,p < 0.01
riwayat,Right,raja,16,28.47,p < 0.0001
riwayat,Right,laksamana,14,13.61,p < 0.001
riwayat,Right,tatkala,11,64.76,p < 0.0001
riwayat,Right,segala,10,14.8,p < 0.001
riwayat,Right,tun,7,8.66,p < 0.01
riwayat,Right,tuah,7,13.52,p < 0.001
riwayat,Right,ia,6,12.82,p < 0.001
riwayat,Right,sembah,6,9.17,p < 0.01
riwayat,Right,perintah,6,43.19,p < 0.0001
riwayat,Right,tua,6,31.89,p < 0.0001
riwayat,Right,benua,6,28.73,p < 0.0001
riwayat,Right,daulat,5,14.09,p < 0.001
riwayat,Right,tuanku,5,6.43,p < 0.05
riwayat,Right,pegawai,5,14.04,p < 0.001
riwayat,Right,tiada,4,2.32,not significant
riwayat,Right,penjurit,4,13.41,p < 0.001
riwayat,Right,patih,4,4.91,p < 0.05
riwayat,Right,gajah,4,6.88,p < 0.01
riwayat,Right,betara,4,6.9,p < 0.01
riwayat,Right,majapahit,4,14.53,p < 0.001
riwayat,Right,dia,4,15.1,p < 0.001
riwayat,Right,maharaja,4,12.7,p < 0.001
riwayat,Right,titah,4,3.49,not significant
riwayat,Right,hidangan,4,22.84,p < 0.0001
riwayat,Right,setelah,4,0,not significant
riwayat,Right,orang,4,0,not significant
riwayat,Right,china,4,29.26,p < 0.0001
riwayat,Right,beriwayat,3,26.81,p < 0.0001
riwayat,Right,itulah,3,14.51,p < 0.001
riwayat,Right,kita,3,0,not significant
riwayat,Right,suruh,3,11.32,p < 0.001
riwayat,Right,dahulu,3,13.53,p < 0.001
riwayat,Right,kala,3,26.81,p < 0.0001
riwayat,Right,melaka,3,1.68,not significant
riwayat,Right,bendahara,3,0,not significant
riwayat,Right,duduk,3,4.29,p < 0.05
